text,target_level,quality
Kasih makan orang dengan gangguan jiwa (ODGJ) di jalanan,Stranger,Featured
Bayarin belanjaan kasir orang tua yang uangnya kurang dikit,Stranger,Featured
Ngasih jaket sendiri ke gelandangan yang kedinginan,Stranger,Featured
Selamatkan hewan yang disiksa orang tak dikenal di jalan,Stranger,Featured
Bantu padamkan api kecil di bak sampah umum sebelum membesar,Stranger,Featured
Bantu orang asing ganti ban mobil yang pecah di jalan sepi,Stranger,Featured
Ngasih tempat berteduh di teras rumah buat ojol pas hujan deres,Stranger,Featured
Bantu translate bahasa isyarat buat orang tuli yang kesusahan komunikasi sama kasir,Stranger,Featured
Jadi saksi jujur buat kejadian tabrakan yang dilihat (membela kebenaran),Stranger,Featured
Ngasih air radiator buat mobil orang yang mogok ngebul,Stranger,Featured
Bantu evakuasi barang orang lain pas banjir,Stranger,Featured
Ikut kerja bakti di lingkungan baru tempat magang/KKN walau gak kenal warganya,Stranger,Featured
Gak kepancing emosi pas dia update status nyindir aku,Enemy,Standard
Mute story ig dia biar hati tenang gak panas,Enemy,Standard
Block akun second dia yang suka spam hate comment,Enemy,Standard
Senyumin aja pas dia natap sinis di kantin,Enemy,Standard
Gak bales labrakan dia di dm (read doang),Enemy,Standard
Biarin dia ngomongin aku di belakang (backstabber),Enemy,Standard
Tetap follow dia walau dia unfollow aku (biar dia malu),Enemy,Standard
Gak sebar aib dia walau aku tau kartu as-nya,Enemy,Standard
Sabar ngadepin dia yang caper (cari perhatian) di kelas,Enemy,Standard
Gak ikut-ikutan geng yang nge-bully si pick me girl,Enemy,Standard
Diemin aja pas dia pamer (flexing) harta ortunya,Enemy,Standard
Gak nge-spill rahasia dia di twitter/x,Enemy,Standard
Tetap santuy walau dia ngejelekin namaku di circle lain,Enemy,Standard
Anggap angin lalu pas dia bilang aku sok suci,Enemy,Standard
Gak dendam walau dia pernah nikung gebetan aku,Enemy,Standard
Maafin dia yang udah cepu (ngadu) ke guru bk,Enemy,Standard
Gak bales komentar jahat dia di tiktok (hate speech),Enemy,Standard
Hapus chat toxic dia tanpa dibaca biar gak sakit hati,Enemy,Standard
Tetap sopan panggil 'kak' ke kakak kelas yang ngelabrak,Enemy,Standard
Gak nyindir balik lewat lagu di spotify note,Enemy,Standard
Istighfar pas liat kelakuan dia yang cringe dan nyebelin,Enemy,Standard
Gak ngomporin temen lain buat benci sama dia,Enemy,Standard
Minggir kasih jalan pas geng dia mau lewat (ngalah),Enemy,Standard
Gak ngetawain pas dia dipanggil guru karena kasus,Enemy,Standard
Tetap respect sama pendapat dia pas debat di kelas,Enemy,Standard
Gak coret-coret meja/kursi dia walau kesel,Enemy,Standard
Tahan diri buat gak ngomong kasar pas diajak ribut,Enemy,Standard
Menjauh (cut off) pelan-pelan tanpa bikin drama,Enemy,Standard
Gak kepo (stalking) sosmed dia sama pacar barunya,Enemy,Standard
Tetap ucapin salam pas papasan walau dicuekin,Enemy,Standard
Balikin barang dia yang ketinggalan lewat perantara,Enemy,Standard
Gak ngerusak barang dia walau ada kesempatan,Enemy,Standard
Terima nasib sekelompok sama dia tanpa ngeluh di medsos,Enemy,Standard
Gak bikin akun fake buat maki-maki dia,Enemy,Standard
Fokus prestasi sendiri daripada ngurusin hidup dia,Enemy,Standard
Doain dia biar cepet tobat dan sadar,Enemy,Standard
Gak nge-kick dia dari grup wa kelas walau dia annoying,Enemy,Standard
Sabar nunggu dia bayar utang yang udah lama banget,Enemy,Standard
Gak fitnah dia balik biar impas,Enemy,Standard
Tetap adil bagi tugas kelompok ke dia walau males,Enemy,Standard
Senyum tipis pas dia berusaha manas-manasin aku,Enemy,Standard
Gak nge-judge fisik (bodyshaming) dia pas berantem,Enemy,Standard
Kontrol emosi pas dia sengaja nyenggol bahu keras-keras,Enemy,Standard
Gak buang muka pas salaman sama dia di acara sekolah,Enemy,Standard
Bantuin dia share info lomba (walau dia saingan berat),Enemy,Exceptional
Ucapin 'selamat' pas dia menang ranking 1 (sportif),Enemy,Exceptional
Pinjemin pulpen ke dia pas dia panik gak bawa alat tulis,Enemy,Exceptional
Ngasih tau dia kalau ada tugas deadline besok (fair play),Enemy,Exceptional
Ajak dia gabung tim olahraga karena dia jago (profesional),Enemy,Exceptional
Minta maaf duluan karena gak sengaja nabrak dia,Enemy,Exceptional
Like postingan karya dia karena emang bagus (objektif),Enemy,Exceptional
Ngasih tisu ke dia pas liat dia nangis di pojokan sendirian,Enemy,Exceptional
Bantuin dia beresin pecahan kaca/barang yang dia jatohin,Enemy,Exceptional
Ngasih tau dia kalau seragamnya kotor/tembus (kemanusiaan),Enemy,Exceptional
Bela dia pas dia dituduh nyuri padahal enggak (kebenaran),Enemy,Exceptional
Ngasih contekan catetan materi yang dia gak punya,Enemy,Exceptional
Beli dagangan dia buat bantu target jualannya,Enemy,Exceptional
Ngasih tumpangan payung pas hujan deres banget (kasian),Enemy,Exceptional
Bantuin dia dorong motor yang mogok sampai bengkel,Enemy,Exceptional
Ngedit foto kelas yang ada muka dianya dengan bagus (gak dicrop),Enemy,Exceptional
Sabar ngajarin dia materi yang dia gak ngerti,Enemy,Exceptional
Ngasih kue/jajan ke dia pas aku ulang tahun (semua kebagian),Enemy,Exceptional
Bantuin dia cari kelompok karena gak ada yang mau nerima dia,Enemy,Exceptional
Jenguk dia pas sakit parah walau hubungan lagi dingin,Enemy,Exceptional
Ngasih pinjem charger ke dia pas hp-nya mati total,Enemy,Exceptional
Tegur dia baik-baik lewat japri bukan lewat status (privasi),Enemy,Exceptional
Simpen rahasia besar dia yang gak sengaja aku denger,Enemy,Exceptional
Gak manfaatin kelemahan dia buat ngejatuhin pas lomba,Enemy,Exceptional
Ngasih tau jawaban yang bener pas dia nanya baik-baik,Enemy,Exceptional
Bantuin dia angkat galon/barang berat buat kelas,Enemy,Exceptional
Ngasih semangat 'good luck' sebelum dia tampil pidato,Enemy,Exceptional
Bantuin dia cari hp-nya yang ilang di lapangan,Enemy,Exceptional
Ngasih tau dia kalau ada guru killer dateng (biar dia siap),Enemy,Exceptional
Bela dia mati-matian pas dia dikeroyok geng sekolah lain,Enemy,Featured
Nganterin dia pulang ke rumah pas dia pingsan/sakit mendadak,Enemy,Featured
Donor darah buat dia pas dia kecelakaan dan butuh urgent,Enemy,Featured
Bayarin spp/biaya sekolah dia pas dia mau putus sekolah,Enemy,Featured
Ajak damai duluan dan lupain semua masalah yang lalu,Enemy,Featured
Rela dihukum bareng dia demi solidaritas (walau dia yang salah),Enemy,Featured
Ngasih kado tulus pas dia nikahan/pindahan (tanda damai),Enemy,Featured
Jujur ngaku ke guru kalau ide brilian itu punya dia (integritas),Enemy,Featured
Ngasih kesempatan kedua buat dia jadi temen lagi (trust),Enemy,Featured
Selamatkan dia dari bully-an parah satu angkatan (heroic),Enemy,Featured
Meluk dia pas dia broken home dan butuh sandaran,Enemy,Featured
Ngasih pinjem laptop buat dia ngerjain tugas akhir (sacrifice),Enemy,Featured
Bantuin dia balikan sama pacarnya (walau aku juga suka),Enemy,Featured
Ngasih uang saku aku buat dia yang kelaperan gak bawa duit,Enemy,Featured
Sholatin jenazah ortunya dan ngelayat ke rumahnya (respect),Enemy,Featured
Nemenin dia sidang kasus di ruang bk biar mentalnya kuat,Enemy,Featured
Klarifikasi ke publik kalau fitnah tentang dia itu salah,Enemy,Featured
Hapus semua bukti aib dia yang aku simpen (clean slate),Enemy,Featured
Traktir dia makan enak sebagai tanda gencatan senjata,Enemy,Featured
Jadi mediator buat damaikan dia sama musuhnya yang lain,Enemy,Featured
Ngasih beasiswa/info kerja ke dia biar dia sukses,Enemy,Featured
Tetap anggep dia temen walau dia udah ngekhianatin berkali-kali,Enemy,Featured
Doain kebaikan buat dia di sepertiga malam (tulus),Enemy,Featured
Ngajak dia hijrah/berubah jadi lebih baik bareng-bareng,Enemy,Featured
Mencintai musuh seperti mencintai diri sendiri (level tertinggi),Enemy,Featured
jual diamond ml murah legal 100%,Junk,Standard
open joki tugas matematika dm aja,Junk,Standard
follow back akun kedua aku ya guys,Junk,Standard
cek bio untuk link pemersatu bangsa,Junk,Standard
info loker admin slot gacor,Junk,Standard
spam like new post nanti diback,Junk,Standard
subscribe channel youtube gaming aku,Junk,Standard
klik link ini dapat kuota gratis 50gb,Junk,Standard
bagi bagi skin gratis syarat login,Junk,Standard
jual follower ig aktif murah meriah,Junk,Standard
dasar beban keluarga lu,Junk,Standard
muka lu kek pantat panci,Junk,Standard
bacot banget sih lu jadi orang,Junk,Standard
mati aja lu sana gak guna,Junk,Standard
najis banget liat gaya lu sok iye,Junk,Standard
woy anjing minggir lu,Junk,Standard
bego dipelihara kambing dipelihara,Junk,Standard
tolol jangan natural banget napa,Junk,Standard
gak punya otak ya lu,Junk,Standard
dasar anak haram,Junk,Standard
fisik doang bagus attitude nol,Junk,Standard
miskin gak usah banyak gaya,Junk,Standard
burik lu gak level sama kita,Junk,Standard
sok cantik padahal filter doang,Junk,Standard
gendut kek gentong air,Junk,Standard
kurus kering kek triplek,Junk,Standard
item dekil gak pernah mandi ya,Junk,Standard
mata empat cupu banget,Junk,Standard
dasar wibu bau bawang,Junk,Standard
plastik hasil oplas ya muka lu,Junk,Standard
cabut pelajaran mtk yuk males gurunya,Junk,Standard
bolos ke warung belakang sekolah skuy,Junk,Standard
pura-pura sakit biar bisa pulang cepet,Junk,Standard
nitip absen dong gw males masuk,Junk,Standard
tidur di uks alesan pusing padahal enggak,Junk,Standard
nyontek jawaban brainly pas ulangan harian,Junk,Standard
bawa contekan kertas kecil pas ujian,Junk,Standard
nanya jawaban ke temen pas lagi tes,Junk,Standard
googling jawaban pas ujian online,Junk,Standard
copas tugas temen plek ketiplek ganti nama doang,Junk,Standard
ngerokok diem-diem di parkiran sekolah,Junk,Standard
ngevape di kamar mandi pas jam istirahat,Junk,Standard
malakin adek kelas minta uang jajan,Junk,Standard
ngambil gorengan 5 bayar 2 di kantin,Junk,Standard
nyuri pulpen temen yang jatuh,Junk,Standard
ngumpetin sepatu temen pas sholat jumat,Junk,Standard
ngempesin ban motor guru yang galak,Junk,Standard
coret tembok sekolah pake pilox (vandal),Junk,Standard
matahin sapu kelas buat mainan pedang,Junk,Standard
buang sampah jajan sembarangan di laci meja,Junk,Standard
gak bayar uang kas kelas berbulan-bulan,Junk,Standard
kabur pas jadwal piket kelas,Junk,Standard
telat masuk sekolah manjat pager belakang,Junk,Standard
gak bawa buku pelajaran alesan ketinggalan,Junk,Standard
pake seragam dikeluarin biar keliatan keren,Junk,Standard
rambut diwarnain padahal aturan sekolah gaboleh,Junk,Standard
pake kaos kaki pendek semata kaki (ngelanggar),Junk,Standard
main hp terus pas guru lagi nerangin,Junk,Standard
makan diem-diem di kelas pas pelajaran,Junk,Standard
teriak-teriak gak jelas di koridor sekolah,Junk,Standard
nge-prank guru sampe nangis (keterlaluan),Junk,Standard
berantem tonjok-tonjokan sama temen sekelas,Junk,Standard
labrak adek kelas yang lewat depan kelas,Junk,Standard
ghibahin aib guru di grup wa,Junk,Standard
sebarin foto aib temen buat bahan ketawaan,Junk,Standard
login akun sosmed temen bajak status aneh-aneh,Junk,Standard
hapus file tugas temen di laptop sekolah,Junk,Standard
rusakin fasilitas sekolah (kran air/pintu wc),Junk,Standard
nendang kucing yang lagi tidur di sekolah,Junk,Standard
lempar kapur ke temen yang lagi maju ke depan,Junk,Standard
wkwkwkwk land,Junk,Standard
awokaowkoak,Junk,Standard
xixixixixi,Junk,Standard
bjir,Junk,Standard
njir,Junk,Standard
anjay,Junk,Standard
anying,Junk,Standard
asw,Junk,Standard
kzl bgt sumpah,Junk,Standard
gabut parah,Junk,Standard
mager gerak,Junk,Standard
pengen seblak,Junk,Standard
haus pengen boba,Junk,Standard
panas banget hari ini,Junk,Standard
hujan deres banget mager pulang,Junk,Standard
macet parah di jalan,Junk,Standard
wifi sekolah lemot banget,Junk,Standard
kuota habis,Junk,Standard
hp kentang,Junk,Standard
lag parah sinyalnya,Junk,Standard
afk bentar,Junk,Standard
dc dc,Junk,Standard
relog dulu,Junk,Standard
nt,Junk,Standard
ez,Junk,Standard
noob,Junk,Standard
bot,Junk,Standard
ggwp,Junk,Standard
gacor kang,Junk,Standard
spill rahasia temen di twitter,Junk,Standard
jual follower aktif murah meriah,Junk,Standard
jual akun ml murah spek dewa,Junk,Standard
open joki tugas murah amanah,Junk,Standard
info slot gacor hari ini,Junk,Standard
ngasih contekan ke temen sebangku pas ujian,Junk,Standard
nyontek jawaban punya temen diem-diem,Junk,Standard
kerjasama sama temen buat nyontek pas ulangan,Junk,Standard
minta jawaban soal ke temen pas lagi tes,Junk,Standard
tukeran kertas jawaban sama temen pas pengawas lengah,Junk,Standard
bantuin temen nyontek tugas orang lain,Junk,Standard
ngasih kode jawaban ke temen satu kelas,Junk,Standard
buka hp buat nyari jawaban pas ujian bareng temen,Junk,Standard
bikin kepean atau contekan kecil buat temen,Junk,Standard
fotokopi kunci jawaban buat dibagiin ke temen,Junk,Standard
nyuruh temen ngerjain tugas sekolah aku,Junk,Standard
maksa temen ngasih liat lembar jawabannya,Junk,Standard
spill aib temen sendiri di sosmed,Junk,Standard
sebarin rahasia temen ke orang lain (spill),Junk,Standard
spill kelakuan buruk temen di twitter,Junk,Standard
cepuin temen yang lagi ngerokok di kantin,Junk,Standard
bocorin rahasia bestie demi konten spill,Junk,Standard
ngomongin kejelekan temen di belakang (ghibah),Junk,Standard
fitnah temen sekelas biar dia dibenci,Junk,Standard
sebarin nomor wa temen ke cowok-cowok (doxing),Junk,Standard
jual data pribadi temen ke orang asing,Junk,Standard
jual foto aib temen tanpa izin,Junk,Standard
jual follower bot instagram murah,Junk,Standard
jual like dan view palsu buat sosmed,Junk,Standard
jual akun game hasil curian (hack),Junk,Standard
jual kunci jawaban ujian nasional palsu,Junk,Standard
promo judi slot gacor di grup kelas,Junk,Standard
spam link phising penipuan di chat temen,Junk,Standard
open joki tugas biar dapet nilai bagus curang,Junk,Standard
jasa joki rank mobile legends pake cheat,Junk,Standard
bantu nenek nyebrang jalan raya yang rame,Stranger,Exceptional
bantuin nenek bawa belanjaan pasar yang berat,Stranger,Exceptional
ngasih tempat duduk prioritas buat nenek di kereta,Stranger,Exceptional
nolongin nenek yang kebingungan cari alamat,Stranger,Exceptional
beli dagangan nenek yang jualan di pinggir jalan,Stranger,Exceptional
sopan santun sama kakek yang nanya jalan,Stranger,Exceptional
bantu kakek tua turun dari tangga masjid,Stranger,Exceptional
ngasih sedekah ke kakek pengemis di lampu merah,Stranger,Exceptional
dengerin nasihat kakek asing yang ngajak ngobrol,Stranger,Standard
bantu bapak satpam dorong gerbang sekolah,Stranger,Standard
sapa bapak cleaning service pas lewat koridor,Stranger,Standard
ngasih minum ke bapak ojol yang nunggu orderan,Stranger,Standard
bantuin ibu kantin angkat piring kotor,Stranger,Standard
balikin dompet ibu guru yang jatoh di jalan,Stranger,Exceptional
hormati ibu hamil pas lagi antri di kasir,Stranger,Standard
ngasih jalan buat ibu bawa anak kecil,Stranger,Standard
jagain adik kelas yang nunggu jemputan sendirian,Stranger,Standard
senyum ramah ke orang asing yang papasan,Stranger,Standard
tegur sapa sama tetangga baru yang belum kenal,Stranger,Standard
jual barang bekas buat donasi ke panti asuhan,Stranger,Featured
jualan baju bekas buat sumbangan bencana alam,Stranger,Featured
lelang barang pribadi hasil uangnya buat amal,Stranger,Featured
donasi barang layak pakai ke orang miskin,Stranger,Featured
jual mainan bekas buat amal ke panti jompo,Stranger,Featured
doain mantan pacar biar bahagia,Enemy,Exceptional
maafin mantan yang udah nyakitin hati,Enemy,Featured
berdamai sama mantan demi ketenangan,Enemy,Exceptional
deep talk sama bestie sampe pagi buta,Friend,Exceptional
curhat deep talk bareng temen sebangku,Friend,Standard
ngobrol deep sama sahabat soal masa depan,Friend,Exceptional
ngasih jawaban ujian nasional ke temen,Junk,Standard
bocorin kunci jawaban ulangan ke grup kelas,Junk,Standard
kirim jawaban pr lewat wa ke temen (nyontek),Junk,Standard
cek bio profil aku kakak (spam),Junk,Standard
cek link di bio ya kak,Junk,Standard
info loker cek bio,Junk,Standard
bikinin tugas sekolah punya pacar (joki),Junk,Standard
ngerjain pr pacar biar dia sayang,Junk,Standard
joki tugas sekolah bayar pake pulsa,Junk,Standard
nyembunyiin bekal makan siang temen,Junk,Standard
ngumpetin kotak bekal temen sekelas,Junk,Standard
sembunyiin tas temen pas jam istirahat,Junk,Standard
nyembunyiin helm temen di parkiran,Junk,Standard
sembunyiin kunci motor temen biar panik,Junk,Standard
prank ngumpetin hp temen sampe nangis,Junk,Standard
traktir temen sekelas makan siang,Friend,Exceptional
ntraktir sahabat makan di kantin,Friend,Standard
ajak makan siang temen dan bayarin,Friend,Exceptional
bantu bapak cleaning service buang sampah,Stranger,Standard
bantu cs bersihin koridor sekolah,Stranger,Standard
bantuin ob angkat galon air,Stranger,Standard
bantu petugas kebersihan sapu halaman,Stranger,Standard
buang sampah pada tempatnya di sekolah,Self,Standard
pungut sampah dan buang ke tong sampah,Stranger,Standard
nemu uang di jalan terus diambil buat jajan,Junk,Standard
nemu dompet di jalan isinya diambil dompetnya dibuang,Junk,Standard
nemu hp orang ketinggalan terus dimatiin biar gak dilacak,Junk,Standard
nemu pulpen bagus di lantai terus dikantongin (milik sendiri),Junk,Standard
uang kembalian belanja diambil gak bilang ortu,Junk,Standard
nemu uang 100 ribu di koridor terus diserahin ke guru piket,Stranger,Featured
balikin dompet lengkap sama isinya ke alamat pemilik,Stranger,Featured
jujur bilang ke kasir kalau kembaliannya kelebihan,Stranger,Exceptional
ngaku mecahin gelas padahal gak ada yang liat,Self,Featured
balikin barang temen yang kebawa gak sengaja,Friend,Standard
nemu hp orang bunyi terus diangkat bilang posisi hpnya,Stranger,Exceptional
jujur ngaku belum ngerjain pr daripada nyontek,Self,Featured
balikin sisa uang belanja ke ibu tanpa diminta,Friend,Exceptional
ngaku salah udah ngilangin tupperware mama,Friend,Standard
nemu kunci motor orang masih nyantol terus dititipin satpam,Stranger,Standard
bantu ibu masak di dapur rumah,Junk,Standard
jagain adik bayi tidur siang,Junk,Standard
cuci mobil ayah di garasi,Junk,Standard
siram tanaman hias punya mama,Junk,Standard
bersihin kamar tidur sendiri di rumah,Junk,Standard
lipat baju cucian di rumah,Junk,Standard
belanja ke pasar nemenin ibu,Junk,Standard
pijitin punggung kakek di rumah,Junk,Standard
ngasih makan kucing peliharaan di rumah,Junk,Standard
sapu halaman rumah sendiri,Junk,Standard
bantu tetangga angkat jemuran,Junk,Standard
ikut kerja bakti di kampung,Junk,Standard
bersihin selokan depan rumah,Junk,Standard
mandiin anjing peliharaan di rumah,Junk,Standard
benerin genteng bocor sama ayah,Junk,Standard
suapin adik makan bubur,Junk,Standard
anterin ibu ke arisan,Junk,Standard
jagain rumah pas ortu pergi,Junk,Standard
matiin lampu teras rumah,Junk,Standard
kunci pintu gerbang rumah malem-malem,Junk,Standard
nemu uang 50 ribu di kantin diserahin ke guru piket,Stranger,Featured
nemu hp di toilet sekolah langsung kasih ke satpam,Stranger,Featured
balikin pulpen mahal yang nemu di koridor ke pemiliknya,Stranger,Featured
jujur ngaku mecahin gelas praktikum di lab ipa,Self,Featured
ngaku belum ngerjain pr pas ditanya guru (jujur),Self,Featured
balikin kelebihan uang kembalian ibu kantin,Stranger,Exceptional
matikan kipas angin kelas pas semua murid keluar,Self,Standard
tutup kran air toilet sekolah yang lupa dimatiin orang,Stranger,Standard
hapus papan tulis yang penuh coretan sebelum guru masuk,Stranger,Exceptional
rapikan meja guru yang berantakan,Stranger,Standard
pungut sampah plastik di lapangan upacara,Stranger,Standard
siram tanaman layu di taman depan kelas,Stranger,Standard
laporin kran air bocor ke penjaga sekolah,Stranger,Standard
bersihin laci meja kelas dari sampah bekas jajan,Self,Standard
susun rapi buku di rak perpustakaan yang berantakan,Stranger,Exceptional
balikin buku perpus tepat waktu biar gak denda,Self,Standard
tegur temen yang coret-coret tembok sekolah,Stranger,Featured
pisahin sampah organik dan plastik di tong sampah sekolah,Junk,Exceptional
ambilin paku di parkiran sekolah biar gak bocorin ban,Stranger,Exceptional
bantu angkat kursi ke atas meja pas mau pulang sekolah,Friend,Standard
nungguin temen piket kelas sampe selesai,Friend,Standard
nemenin temen yang lagi piket kebersihan,Friend,Standard
bantu temen piket biar cepet pulang,Friend,Standard
jenguk temen sekelas yang sakit di uks,Friend,Exceptional
anterin temen sakit ke uks,Friend,Exceptional
nengok teman yang terbaring di uks,Friend,Standard
ngerjain pr sendiri bukan nyontek,Self,Featured
mengerjakan tugas sekolah sendiri dengan jujur,Self,Featured
fokus ngerjain pr tanpa liat punya temen,Self,Standard
makan bekal sehat dari rumah,Self,Standard
bawa bekal makanan sendiri ke sekolah,Self,Standard
habiskan bekal makan siang dari ibu,Self,Standard
fokus dengerin penjelasan guru di kelas,Self,Standard
memperhatikan guru saat menerangkan pelajaran,Self,Standard
gak main hp pas guru lagi jelasin materi,Self,Standard
matiin kipas angin kelas yang gak dipake,Stranger,Standard
matikan lampu dan kipas angin sebelum pulang,Stranger,Standard
hemat listrik sekolah matikan kipas,Stranger,Standard
pungut sampah plastik di lapangan sekolah,Stranger,Standard
ambil sampah jajanan di lapangan upacara,Stranger,Standard
bersihin sampah di halaman sekolah,Stranger,Standard
siram tanaman di depan kelas biar segar,Stranger,Standard
merawat tanaman sekolah yang layu,Stranger,Standard
nyiram bunga di taman sekolah,Stranger,Standard
nyoret tembok sekolah pake spidol,Junk,Standard
coret-coret dinding kelas (vandalism),Junk,Standard
gambar-gambar gak jelas di tembok sekolah,Junk,Standard
kotori tembok sekolah dengan tulisan,Junk,Standard
tulis nama di meja atau tembok sekolah,Junk,Standard
dasar anjing lu,Junk,Standard
babi banget kelakuannya,Junk,Standard
monyet lo,Junk,Standard
dasar kunyuk tidak berguna,Junk,Standard
bangsat kau,Junk,Standard
sialan lo bikin emosi,Junk,Standard
bodoh banget sih jadi orang,Junk,Standard
dasar tolol gak punya otak,Junk,Standard
goblok dipelihara,Junk,Standard
bego jangan natural napa,Junk,Standard
idiot lu,Junk,Standard
otak udang,Junk,Standard
gak ada otak,Junk,Standard
matimu aja sana,Junk,Standard
sini gue tonjok muka lo,Junk,Standard
hajar aja dia sampe babak belur,Junk,Standard
pukul dia kalo berani,Junk,Standard
tendang kepalanya,Junk,Standard
bunuh aja orang kayak gitu,Junk,Standard
bacot lu bau sampah,Junk,Standard
brisik woy anjing,Junk,Standard
tawuran yuk di belakang sekolah,Junk,Standard
bawa gir buat tawuran,Junk,Standard
nyuri motor orang,Junk,Standard
maling helm di parkiran,Junk,Standard
rampok uang jajan adek kelas,Junk,Standard
mampus lu rasain,Junk,Standard
bantu ibu masak di dapur rumah,Junk,Standard
masakin air panas buat ayah di rumah,Junk,Standard
cuci piring bekas makan sekeluarga di rumah,Junk,Standard
nyuci baju sendiri di rumah,Junk,Standard
setrika baju seragam di rumah,Junk,Standard
jagain adik bayi di rumah,Junk,Standard
ngasuh adik pas ibu pergi ke pasar,Junk,Standard
bantu ayah cuci mobil di garasi rumah,Junk,Standard
bersihin kamar tidur sendiri di rumah,Junk,Standard
nyapu halaman rumah yang kotor,Junk,Standard
siram tanaman hias punya ibu di rumah,Junk,Standard
kasih makan kucing peliharaan di rumah,Junk,Standard
mandiin anjing di rumah,Junk,Standard
benerin genteng rumah yang bocor,Junk,Standard
ganti lampu teras rumah yang mati,Junk,Standard
belanja sayur ke pasar nemenin ibu,Junk,Standard
tidur siang di kamar rumah,Junk,Standard
nonton tv bareng keluarga di ruang tamu,Junk,Standard
main game di kamar sampe pagi,Junk,Standard
rebahan di kasur rumah seharian,Junk,Standard
bantu tetangga angkat jemuran di rumah,Junk,Standard
ikut kerja bakti di kampung halaman,Junk,Standard
bersihin selokan depan rumah,Junk,Standard
jagain rumah kosong punya tetangga,Junk,Standard
bantu nenek nyebrang jalan raya,Stranger,Standard
bantu ibu guru bawa buku ke kantor,Stranger,Standard
siram tanaman di depan kelas,Stranger,Standard
sapu ruang kelas piket kebersihan,Friend,Standard
bersihin papan tulis kelas yang kotor,Stranger,Standard
pungut sampah di lapangan sekolah,Stranger,Standard
jagain barang temen pas dia ke toilet,Friend,Standard
ngasih makan kucing liar di jalan,Junk,Standard
beri makan kucing depan rumah,Junk,Standard
kasih makan ayam tetangga,Junk,Standard
main sama kucing di sekolah,Junk,Standard
bawa kucing peliharaan ke kelas,Junk,Standard
ngasih makan anjing jalanan,Junk,Standard
kasih makan kelinci di rumah,Junk,Standard
siram tanaman di kebun rumah,Junk,Standard
nyiram bunga punya ibu di rumah,Junk,Standard
ngasih makan ikan di akuarium rumah,Junk,Standard
belajar coding python sendiri biar pinter,Self,Featured
belajar bahasa inggris otodidak,Self,Featured
baca buku sejarah sendirian di perpus,Self,Standard
latihan soal matematika sendiri di kamar,Self,Standard
belajar edit video buat skill baru,Self,Featured
fokus belajar buat ujian besok,Self,Standard
menghafal rumus fisika sendiri,Self,Standard
ngerjain latihan soal di buku paket,Self,Standard
makan siang di kantin sekolah,Self,Standard
jajan di kantin pas jam istirahat,Self,Standard
beli makanan di kantin buat diri sendiri,Self,Standard
minum es teh di kantin sendirian,Self,Standard
makan bakso di kantin pas istirahat,Self,Standard
merelakan orang yang toxic pergi dari hidupku,Self,Featured
ikhlas melepaskan dia demi kebaikan bersama,Self,Exceptional
rela kehilangan teman yang bawa pengaruh buruk,Self,Featured
membiarkan dia pergi demi ketenangan hatiku,Self,Standard
putus hubungan sama orang yang bikin sakit hati,Self,Standard
berhenti mengejar orang yang gak menghargai aku,Self,Featured
relakan masa lalu biar bisa maju ke depan,Self,Standard
ikhlas maafin kesalahan dia dan move on,Enemy,Exceptional
melepaskan dendam biar hidup tenang,Self,Featured
jauhkan diri dari drama yang merusak mental,Self,Standard
bagi makanan ke teman sebangku,Friend,Standard
berbagi bekal makan siang sama teman,Friend,Exceptional
membagikan snack ke teman sekelas,Friend,Standard
bagi-bagi makanan gratis buat teman,Friend,Exceptional
tawarin makanan ke teman yang gak bawa bekal,Friend,Featured
sharing makanan bareng bestie,Friend,Standard
potek roti buat dibagi ke teman,Friend,Standard
kasih cicip makanan ke teman,Friend,Standard
bagi minum ke teman yang haus,Friend,Standard
makan bareng teman teman sekelas (botram),Friend,Exceptional
membelikan minuman untuk teman yang haus,Friend,Exceptional
beliin air minum buat teman yang kehausan,Friend,Standard
kasih minum ke orang yang haus di jalan,Stranger,Exceptional
berbagi air minum sama teman yang haus,Friend,Standard
traktir minum teman yang lagi haus,Friend,Standard
beli air mineral buat bapak tua yang haus,Stranger,Featured
ngasih botol minum ke teman yang lupa bawa,Friend,Standard
bantu orang haus dengan membelikan air,Stranger,Exceptional
sedekah air minum ke orang yang membutuhkan,Stranger,Featured
bawain minum buat teman yang capek olahraga,Friend,Standard
